name,type,id_first,id,type,date,date_unixtime,from,from_id,photo,photo_file_size,width,height,text,text_entities,reply_to_message_id,edited,edited_unixtime,reactions,file,file_name,file_size,thumbnail,thumbnail_file_size,mime_type,media_type,sticker_emoji,forwarded_from,duration_seconds,saved_from,author
💬 Marketing Practicum Chat,private_supergroup,1782474569,42490,message,2025-02-01T08:27:00,1738387620,Андрей Дамаскин,user87502689,,,,,Большинство кейсов такие,"[{'type': 'plain', 'text': 'Большинство кейсов такие'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42491,message,2025-02-01T08:27:48,1738387668,Pasha Sannikov,user1272493086,,,,,"Если Яндекс Игры открыли для ребенка на телефоне, то как получается переход по рекламе из Игр? Кто нажал на объявление? Взрослый или ребенок...","[{'type': 'plain', 'text': 'Если Яндекс Игры открыли для ребенка на телефоне, то как получается переход по рекламе из Игр? Кто нажал на объявление? Взрослый или ребенок...'}]",42488.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42492,message,2025-02-01T08:28:28,1738387708,Андрей Дамаскин,user87502689,,,,,"Я объяснил частый кейс, но не факт, что там 100% такие. Не исключены случайные клики, не исключено, что кто-то что-то увидел","[{'type': 'plain', 'text': 'Я объяснил частый кейс, но не факт, что там 100% такие. Не исключены случайные клики, не исключено, что кто-то что-то увидел'}]",42491.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42493,message,2025-02-01T08:28:57,1738387737,Pasha Sannikov,user1272493086,,,,,"Спасибо, Андрей. Будем искать истину","[{'type': 'plain', 'text': 'Спасибо, Андрей. Будем искать истину'}]",42492.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42495,message,2025-02-01T08:29:05,1738387745,Pasha Sannikov,user1272493086,,,,,"Спасибо, Андрей. Будем искать истину ))","[{'type': 'plain', 'text': 'Спасибо, Андрей. Будем искать истину ))'}]",,2025-02-01T08:30:05,1738387805,"[{'type': 'emoji', 'count': 1, 'emoji': '👌', 'recent': [{'from': 'Андрей Дамаскин', 'from_id': 'user87502689', 'date': '2025-02-01T08:30:05'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42496,message,2025-02-01T08:29:07,1738387747,Андрей Дамаскин,user87502689,,,,,"Не знаю как остальные люди, а я смотрю что у людей в телефонах в метро (бойтесь меня), примерно половина сидят в играх простых, как раз таких как на Яндекс Играх, и тыкаются в простейшие тайм-киллеры.","[{'type': 'plain', 'text': 'Не знаю как остальные люди, а я смотрю что у людей в телефонах в метро (бойтесь меня), примерно половина сидят в играх простых, как раз таких как на Яндекс Играх, и тыкаются в простейшие тайм-киллеры.'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42497,message,2025-02-01T08:30:13,1738387813,Андрей Дамаскин,user87502689,,,,,"Но правда, пока по такой стате рано делать выводы","[{'type': 'plain', 'text': 'Но правда, пока по такой стате рано делать выводы'}]",,2025-02-01T08:30:44,1738387844,"[{'type': 'emoji', 'count': 1, 'emoji': '👍', 'recent': [{'from': 'Pasha Sannikov', 'from_id': 'user1272493086', 'date': '2025-02-01T08:30:44'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42498,message,2025-02-01T08:30:38,1738387838,Pasha Sannikov,user1272493086,,,,,Я тоже в телефоны заглядываю. Однажды ехал  в автобусе и читал переписку двух медиков о пациенте),"[{'type': 'plain', 'text': 'Я тоже в телефоны заглядываю. Однажды ехал  в автобусе и читал переписку двух медиков о пациенте)'}]",42496.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42499,message,2025-02-01T08:45:34,1738388734,Данилов | Маркетолог,user1164775873,,,,,"Крошка сын к отцу пришел и спросила кроха.
На вордпрессе хорошо?
Да сынок, неплохо.","[{'type': 'plain', 'text': 'Крошка сын к отцу пришел и спросила кроха.\nНа вордпрессе хорошо?\nДа сынок, неплохо.'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42500,message,2025-02-01T08:46:45,1738388805,Данилов | Маркетолог,user1164775873,,,,,"Ппц, я себе наоборот не позволяю. Спецом даже глаза отвожу от чужих телефонов. Надо короч стекло покупать которое сбоку не видно 😆","[{'type': 'plain', 'text': 'Ппц, я себе наоборот не позволяю. Спецом даже глаза отвожу от чужих телефонов. Надо короч стекло покупать которое сбоку не видно 😆'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42501,message,2025-02-01T08:48:06,1738388886,Pasha Sannikov,user1272493086,,,,,Стихи зачет. Ждем танец или сценку какую-нибудь,"[{'type': 'plain', 'text': 'Стихи зачет. Ждем танец или сценку какую-нибудь'}]",42499.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42502,message,2025-02-01T08:48:52,1738388932,Pasha Sannikov,user1272493086,,,,,"А если там для тебя сообщение какое-нибудь напишут. Например, ""Спасите меня""... А у тебя глаза за непрозрачным стеклом","[{'type': 'plain', 'text': 'А если там для тебя сообщение какое-нибудь напишут. Например, ""Спасите меня""... А у тебя глаза за непрозрачным стеклом'}]",42500.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42503,message,2025-02-01T08:49:15,1738388955,Данилов | Маркетолог,user1164775873,,,,,Любой каприз за ваши деньги),"[{'type': 'plain', 'text': 'Любой каприз за ваши деньги)'}]",42501.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42504,message,2025-02-01T08:49:53,1738388993,Данилов | Маркетолог,user1164775873,,,,,"Ага, ты для этого и смотришь в телефоны.","[{'type': 'plain', 'text': 'Ага, ты для этого и смотришь в телефоны.'}]",42502.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42505,message,2025-02-01T08:49:59,1738388999,Pasha Sannikov,user1272493086,,,,,Стишок - это как бы лид-магнит?,"[{'type': 'plain', 'text': 'Стишок - это как бы лид-магнит?'}]",42503.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42506,message,2025-02-01T08:50:04,1738389004,Данилов | Маркетолог,user1164775873,photos/photo_1800@01-02-2025_08-12-42.jpg,78021.0,590.0,1280.0,,[],,2025-02-01T08:50:49,1738389049,"[{'type': 'emoji', 'count': 2, 'emoji': '😁', 'recent': [{'from': 'Данилов | Маркетолог', 'from_id': 'user1164775873', 'date': '2025-02-01T08:51:14'}, {'from': 'Pasha Sannikov', 'from_id': 'user1272493086', 'date': '2025-02-01T08:50:49'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42507,message,2025-02-01T08:50:04,1738389004,Данилов | Маркетолог,user1164775873,photos/photo_1803@01-02-2025_08-50-04.jpg,38727.0,590.0,1280.0,,[],,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42508,message,2025-02-01T08:50:04,1738389004,Данилов | Маркетолог,user1164775873,photos/photo_1804@01-02-2025_08-50-04.jpg,46834.0,590.0,1280.0,,[],,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42509,message,2025-02-01T08:50:27,1738389027,Pasha Sannikov,user1272493086,,,,,Конечно. В свободное время надеваю костюм человека-паука и охраняю город,"[{'type': 'plain', 'text': 'Конечно. В свободное время надеваю костюм человека-паука и охраняю город'}]",42504.0,2025-02-01T08:50:34,1738389034,"[{'type': 'emoji', 'count': 1, 'emoji': '😁', 'recent': [{'from': 'Данилов | Маркетолог', 'from_id': 'user1164775873', 'date': '2025-02-01T08:50:34'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42510,message,2025-02-01T08:50:31,1738389031,Данилов | Маркетолог,user1164775873,,,,,"Странное утро сегодня, сейчас должен выскочить молодой Епифанцев с вилкой","[{'type': 'plain', 'text': 'Странное утро сегодня, сейчас должен выскочить молодой Епифанцев с вилкой'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42511,message,2025-02-01T08:50:49,1738389049,Данилов | Маркетолог,user1164775873,,,,,Ага,"[{'type': 'plain', 'text': 'Ага'}]",42505.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42512,message,2025-02-01T08:52:45,1738389165,Pasha Sannikov,user1272493086,,,,,"В Duolinqo ни разу не видел предложений про ""чистить унитаз"". Зато много предложений про домашних питомцев и про животных. Наверное, у них тоже есть какой-то машинный интеллект. Подбирают задания по контексту","[{'type': 'plain', 'text': 'В Duolinqo ни разу не видел предложений про ""чистить унитаз"". Зато много предложений про домашних питомцев и про животных. Наверное, у них тоже есть какой-то машинный интеллект. Подбирают задания по контексту'}]",42510.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42513,message,2025-02-01T08:53:02,1738389182,Данилов | Маркетолог,user1164775873,,,,,По какому нафиг контексту?),"[{'type': 'plain', 'text': 'По какому нафиг контексту?)'}]",42512.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42514,message,2025-02-01T08:53:28,1738389208,Pasha Sannikov,user1272493086,,,,,Не наю. Я не Duolinqo ))),"[{'type': 'plain', 'text': 'Не наю. Я не Duolinqo )))'}]",42513.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42515,message,2025-02-01T08:53:48,1738389228,Данилов | Маркетолог,user1164775873,,,,,Раздел такой там про уборку и работу по дому),"[{'type': 'plain', 'text': 'Раздел такой там про уборку и работу по дому)'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42516,message,2025-02-01T08:54:12,1738389252,Pasha Sannikov,user1272493086,,,,,Ок :),"[{'type': 'plain', 'text': 'Ок :)'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42517,message,2025-02-01T08:54:35,1738389275,Данилов | Маркетолог,user1164775873,,,,,"Типо сосед не убирается не моет посуду, каждый день убираюсь, дела по дому, припасы и всякое такое","[{'type': 'plain', 'text': 'Типо сосед не убирается не моет посуду, каждый день убираюсь, дела по дому, припасы и всякое такое'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42518,message,2025-02-01T08:54:48,1738389288,Данилов | Маркетолог,user1164775873,,,,,Я кстати в алмазной лиге мск,"[{'type': 'plain', 'text': 'Я кстати в алмазной лиге мск'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42519,message,2025-02-01T08:54:59,1738389299,Данилов | Маркетолог,user1164775873,,,,,Ну чтобы вы понимали вообще с кем вы в чате тут.,"[{'type': 'plain', 'text': 'Ну чтобы вы понимали вообще с кем вы в чате тут.'}]",,2025-02-01T11:52:37,1738399957,"[{'type': 'emoji', 'count': 1, 'emoji': '😁', 'recent': [{'from': 'Виктория Маркетолог', 'from_id': 'user5711542842', 'date': '2025-02-01T11:52:37'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42520,message,2025-02-01T08:55:11,1738389311,Андрей Дамаскин,user87502689,,,,,У меня 2 года было беспрерывно,"[{'type': 'plain', 'text': 'У меня 2 года было беспрерывно'}]",42519.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42521,message,2025-02-01T08:55:18,1738389318,Андрей Дамаскин,user87502689,,,,,И что ты думаешь?,"[{'type': 'plain', 'text': 'И что ты думаешь?'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42522,message,2025-02-01T08:55:31,1738389331,Данилов | Маркетолог,user1164775873,,,,,Я тебе стишок за это сочинил.,"[{'type': 'plain', 'text': 'Я тебе стишок за это сочинил.'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42523,message,2025-02-01T08:55:35,1738389335,Андрей Дамаскин,user87502689,,,,,"Когда был в круизе связи не было, а я не успел сейвинг сделать","[{'type': 'plain', 'text': 'Когда был в круизе связи не было, а я не успел сейвинг сделать'}]",,2025-02-01T08:55:45,1738389345,"[{'type': 'emoji', 'count': 1, 'emoji': '🫡', 'recent': [{'from': 'Данилов | Маркетолог', 'from_id': 'user1164775873', 'date': '2025-02-01T08:55:45'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42524,message,2025-02-01T08:56:16,1738389376,Pasha Sannikov,user1272493086,,,,,У тебя не было 3х заморозок?),"[{'type': 'plain', 'text': 'У тебя не было 3х заморозок?)'}]",42523.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42525,message,2025-02-01T08:56:34,1738389394,Андрей Дамаскин,user87502689,,,,,Ну вот их надо заходить и применять,"[{'type': 'plain', 'text': 'Ну вот их надо заходить и применять'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42526,message,2025-02-01T08:56:39,1738389399,Андрей Дамаскин,user87502689,,,,,Заморозок у меня было дофига,"[{'type': 'plain', 'text': 'Заморозок у меня было дофига'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42527,message,2025-02-01T08:56:56,1738389416,Данилов | Маркетолог,user1164775873,,,,,"Отец Андрей, тебе стишок понравился?","[{'type': 'plain', 'text': 'Отец Андрей, тебе стишок понравился?'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42528,message,2025-02-01T08:56:57,1738389417,Pasha Sannikov,user1272493086,,,,,Жалко,"[{'type': 'plain', 'text': 'Жалко'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42529,message,2025-02-01T08:57:09,1738389429,Андрей Дамаскин,user87502689,,,,,Очень,"[{'type': 'plain', 'text': 'Очень'}]",42527.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42530,message,2025-02-01T08:57:11,1738389431,Данилов | Маркетолог,user1164775873,,,,,"Мне обратную связь нужно собрать, для аудитории.","[{'type': 'plain', 'text': 'Мне обратную связь нужно собрать, для аудитории.'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42531,message,2025-02-01T08:57:23,1738389443,Pasha Sannikov,user1272493086,,,,,Ты с концертами выступать собрался?,"[{'type': 'plain', 'text': 'Ты с концертами выступать собрался?'}]",42530.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42532,message,2025-02-01T08:57:31,1738389451,Андрей Дамаскин,user87502689,,,,,Сейчас скинешь опросный лист на 20 минут?),"[{'type': 'plain', 'text': 'Сейчас скинешь опросный лист на 20 минут?)'}]",42530.0,2025-02-01T08:57:37,1738389457,"[{'type': 'emoji', 'count': 1, 'emoji': '😁'}, {'type': 'custom_emoji', 'count': 1, 'document_id': 'stickers/sticker.webp', 'recent': [{'from': 'Данилов | Маркетолог', 'from_id': 'user1164775873', 'date': '2025-02-01T08:59:18'}]}, {'type': 'custom_emoji', 'count': 1, 'document_id': 'stickers/sticker (1).webp', 'recent': [{'from': 'Данилов | Маркетолог', 'from_id': 'user1164775873', 'date': '2025-02-01T08:59:18'}]}, {'type': 'custom_emoji', 'count': 1, 'document_id': 'stickers/sticker (2).webp', 'recent': [{'from': 'Данилов | Маркетолог', 'from_id': 'user1164775873', 'date': '2025-02-01T08:59:18'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42533,message,2025-02-01T08:57:41,1738389461,Данилов | Маркетолог,user1164775873,,,,,"Спасибо за обратную связь, мы дарим вам промокод на следующий стишок «ВИЛКА»","[{'type': 'plain', 'text': 'Спасибо за обратную связь, мы дарим вам промокод на следующий стишок «ВИЛКА»'}]",42529.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42534,message,2025-02-01T08:57:42,1738389462,Reputation bot,user5240060286,,,,,"[{'type': 'bold', 'text': 'Данилов | Маркетолог'}, ' (6) увеличил(а) репутацию ', {'type': 'bold', 'text': 'Андрей Дамаскин'}, ' (140)']","[{'type': 'bold', 'text': 'Данилов | Маркетолог'}, {'type': 'plain', 'text': ' (6) увеличил(а) репутацию '}, {'type': 'bold', 'text': 'Андрей Дамаскин'}, {'type': 'plain', 'text': ' (140)'}]",42533.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42535,message,2025-02-01T08:58:03,1738389483,Pasha Sannikov,user1272493086,,,,,Лучше бы на танец промо-код подарили,"[{'type': 'plain', 'text': 'Лучше бы на танец промо-код подарили'}]",42533.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42536,message,2025-02-01T08:58:23,1738389503,Данилов | Маркетолог,user1164775873,,,,,"Падажи это мы с тобой отдельно будем бизнес делать, тут аудитория разная","[{'type': 'plain', 'text': 'Падажи это мы с тобой отдельно будем бизнес делать, тут аудитория разная'}]",42535.0,2025-02-01T08:58:37,1738389517,"[{'type': 'emoji', 'count': 1, 'emoji': '👍', 'recent': [{'from': 'Pasha Sannikov', 'from_id': 'user1272493086', 'date': '2025-02-01T08:58:37'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42537,message,2025-02-01T08:58:29,1738389509,Данилов | Маркетолог,user1164775873,,,,,Портрет ЦА надо составить,"[{'type': 'plain', 'text': 'Портрет ЦА надо составить'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42538,message,2025-02-01T09:00:34,1738389634,Данилов | Маркетолог,user1164775873,,,,,"Вечера экспромтов Данилова, да.","[{'type': 'plain', 'text': 'Вечера экспромтов Данилова, да.'}]",42531.0,2025-02-01T12:26:05,1738401965,"[{'type': 'emoji', 'count': 1, 'emoji': '👏', 'recent': [{'from': 'Pasha Sannikov', 'from_id': 'user1272493086', 'date': '2025-02-01T12:26:05'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42539,message,2025-02-01T09:01:03,1738389663,Данилов | Маркетолог,user1164775873,,,,,Под музыку из HOMM,"[{'type': 'plain', 'text': 'Под музыку из HOMM'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42540,message,2025-02-01T09:01:12,1738389672,Данилов | Маркетолог,user1164775873,,,,,Чтобы оркестр играл,"[{'type': 'plain', 'text': 'Чтобы оркестр играл'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42541,message,2025-02-01T09:01:29,1738389689,Данилов | Маркетолог,user1164775873,,,,,И из Гарри Поттера.,"[{'type': 'plain', 'text': 'И из Гарри Поттера.'}]",,2025-02-01T12:25:59,1738401959,"[{'type': 'emoji', 'count': 1, 'emoji': '👏', 'recent': [{'from': 'Pasha Sannikov', 'from_id': 'user1272493086', 'date': '2025-02-01T12:25:59'}]}]",,,,,,,,,,,,
